caseId,sourceName,articleTitle,articleUrl,canonicalEntity,entityType,eventType,publishBlocked,failureCodes,recommendedFixes
6b96608bc57feb69,ComicBook,"Nintendo Game Boy Game Officially Returns Next Week, 35 Years Later",https://comicbook.com/gaming/news/nintendo-game-boy-new-release-2026/,Nintendo Game Boy Game,person,casting,true,IMAGE_CANONICAL_ENTITY_MISMATCH|IMAGE_TMBD_CANDIDATE_ZERO_TOKEN_OVERLAP,Add canonical token overlap gating before accepting TMDb title candidates.|Require selected images to be grounded in canonical allowed entities.
34aaf0c59333069b,ComicBook,Cult Classic 1980s Comedy Movie Is Finally Getting a Sequel With a Major Hollywood Star,https://comicbook.com/movies/news/cult-classic-1980s-comedy-movie-is-finally-getting-a-sequel-with-a-major-hollywood-star/,"nothing,",tv,casting,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
9e3250ede6969d2e,ComicBook,Thrash Stars Reveal What Makes Netflix’s New Shark Movie Different From B Movies Like Sharknado (Exclusive),https://comicbook.com/movies/news/thrash-stars-reveal-what-makes-netflixs-new-shark-movie-different-from-b-movies-like-sharknado-exclusive/,New Shark,movie,casting,true,CAPTION_ARTICLE_PACKAGE_LABEL|CAPTION_HEADLINE_JUNK|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY|CAPTION_PACKAGE_LABEL_LEAK|CAPTION_MALFORMED_HEADLINE,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Strip outlet package labels before deterministic caption generation.
151ba0b178ecbef3,ComicBook,Wednesday Season 3 Gets More Exciting Thanks to A Game of Thrones Icon,https://comicbook.com/tv-shows/news/wednesday-season-3-gets-more-exciting-thanks-to-a-game-of-thrones-icon/,,person,casting,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
01c383222e545c32,ComicBook,Chris Evans’ Forgotten Superhero Movie is Free to Stream This Month,https://comicbook.com/movies/news/chris-evans-forgotten-superhero-movie-is-free-to-stream-this-month/,Forgotten Superhero Movie is Free to Stream This Month Chris Evans,tv,casting,true,CAPTION_ARTICLE_PACKAGE_LABEL|CAPTION_HEADLINE_JUNK|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY|CAPTION_PACKAGE_LABEL_LEAK|CAPTION_MALFORMED_HEADLINE,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Strip outlet package labels before deterministic caption generation.
8e04df7e2e58aeb8,ComicBook,Frieren: Beyond Journey’s End Gets a New Release After Season 2 Finale,https://comicbook.com/anime/news/frieren-beyond-journeys-end-gets-a-new-release-after-season-2-finale/,Beyond Journey's End Gets,person,casting,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
5d5323a9bcb7dec4,ComicBook,A Harry Potter Star’s Lowest Rated Movie Just Became Free to Stream,https://comicbook.com/movies/news/a-harry-potter-stars-lowest-rated-movie-just-became-free-to-stream/,s Lowest Rated Movie Just Became Free to Stream A Harry Potter Star,movie,casting,true,CAPTION_ARTICLE_PACKAGE_LABEL|CAPTION_HEADLINE_JUNK|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY|CAPTION_PACKAGE_LABEL_LEAK|CAPTION_MALFORMED_HEADLINE,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Strip outlet package labels before deterministic caption generation.
c6b2da483c1b9ec6,ComicBook,5 Best Comic Books Based on Video Games (And #1 Isn’t Isn’t Injustice),https://comicbook.com/comics/list/5-best-comic-books-based-on-video-games-and-1-isnt-isnt-injustice/,Best Comic Books Based,person,casting,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
c061ea44d6b360cc,ComicBook,7 Underrated Books Every Fantasy Fan Should Read (And #2 Still Needs a Proper TV Adaptation),https://comicbook.com/tv-shows/list/7-underrated-books-every-fantasy-fan-should-read-and-2-still-needs-a-proper-tv-adaptation/,,person,casting,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
6c55d795a689cf27,ComicBook,"Beast’s 7 Greatest Looks in X-Men History, Ranked",https://comicbook.com/comics/list/beasts-7-greatest-looks-in-x-men-history-ranked/,Hank,tv,casting,true,IMAGE_TMBD_CANDIDATE_ZERO_TOKEN_OVERLAP,Add canonical token overlap gating before accepting TMDb title candidates.
e9778529a5430c83,ComicBook,God-Tier Cosmic Marvel Character Spotted in Daredevil: Born Again,https://comicbook.com/tv-shows/news/god-tier-cosmic-marvel-character-spotted-in-daredevil-born-again/,appearance,tv,casting,true,IMAGE_TMBD_CANDIDATE_ZERO_TOKEN_OVERLAP|IMAGE_COMPANY_LOGO_MISUSED,Add canonical token overlap gating before accepting TMDb title candidates.|Block company logos as primary images when a project or person entity exists.
fb0a44db3d978b3c,ComicBook,An Exciting New Terminator 2 Game Is On The Way (And It’s Co-Op),https://comicbook.com/gaming/news/an-exciting-new-terminator-2-game-is-on-the-way-and-its-co-op/,An Exciting New Terminator,person,casting,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
06afc0071f459cad,ComicBook,7 Anime With The Biggest Plot Twists,https://comicbook.com/anime/list/7-anime-with-the-biggest-plot-twists/,Anime With The Biggest,person,casting,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
ad3c5952561f0130,ComicBook,First Look at the Harry Potter Reboot’s Most Important Missing Movie Character Revealed (& It Changes The Books Again),https://comicbook.com/tv-shows/news/first-look-at-the-harry-potter-reboots-most-important-missing-movie-character-revealed-it-changes-the-books-again/,First Look,person,casting,true,IMAGE_CANONICAL_ENTITY_MISMATCH|IMAGE_TMBD_CANDIDATE_ZERO_TOKEN_OVERLAP,Add canonical token overlap gating before accepting TMDb title candidates.|Require selected images to be grounded in canonical allowed entities.
1172f76e55985543,Collider,'The Drops of God' Review: Crunchyroll's Most Unique Anime Could Become the Streamer's Next Sleeper Hit,https://collider.com/drops-of-god-review-anime-crunchyroll/,The Drops,person,renewal,true,CAPTION_CANONICAL_ENTITY_MISMATCH,Validate caption headline entity against canonical media title and allowed entities.
5c0fc5dfa8e16891,Collider,"Barbie Ferreira on Leaving 'Euphoria': ""I Wasn't Showing My Potential As an Actress""",https://collider.com/barbie-ferreira-leaving-euphoria-faces-of-death/,Euphoria,tv,release_date,true,CAPTION_CANONICAL_ENTITY_MISMATCH,Validate caption headline entity against canonical media title and allowed entities.
5c9be459268895e5,Collider,"Test Your Knowledge With the Collider TV Quiz — April 10, 2026",https://collider.com/tv-quiz-apr-10-2026-atlanta-fx/,,other,other,true,CAPTION_UNRESOLVED_TITLE|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
a1369c754c61ebf7,Collider,"Test Your Knowledge With the Collider Movie Quiz — April 10, 2026",https://collider.com/movie-quiz-apr-10-2026-hot-shots-airplane-spoofs/,,other,other,true,CAPTION_UNRESOLVED_TITLE|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
246e3ab05c27a149,Collider,Anya Taylor-Joy’s Most Universally Loved Movie Is Now on Prime Video,https://collider.com/best-prime-video-movies-watch-weekend-april-10/,"s Billy Butcher, Jack Quaid",tv,release_date,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
59167da8e858e8b3,Collider,Disney+'s New Sci-Fi Crime Series Dominates Global Streaming Charts in Just 1 Week,https://collider.com/star-wars-maul-shadow-lord-sci-fi-crime-series-streaming-success-disney-plus-april-2026/,New Sci-Fi Crime Series,person,other,true,IMAGE_CANONICAL_ENTITY_MISMATCH|IMAGE_TMBD_CANDIDATE_ZERO_TOKEN_OVERLAP,Add canonical token overlap gating before accepting TMDb title candidates.|Require selected images to be grounded in canonical allowed entities.
7f574878e0288aa1,Collider,10 Crime Movies That Are Perfectly Written,https://collider.com/crime-movies-perfectly-written/,,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
93a3696e2de791fd,Collider,"24 Years Later, the Best Sci-Fi Western of All Time Is Taking Over the World",https://collider.com/firefly-greatest-sci-fi-western-streaming-success-itunes-april-2026/,Years Later,person,cancellation,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_TMBD_CANDIDATE_ZERO_TOKEN_OVERLAP,Add canonical token overlap gating before accepting TMDb title candidates.|Validate caption headline entity against canonical media title and allowed entities.
f5b67e6c4cb5f0ab,Collider,Netflix Is About to Lose the Greatest Spy Thriller Series of All Time,https://collider.com/netflix-losing-james-bond-movies-april-007-streaming/,,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
b131eaabb45cd39d,Collider,10 Classic Movies That Are Still Masterpieces Today,https://collider.com/classic-movies-still-masterpieces-today/,,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
15e06d17984d591b,IndieWire,‘Malcolm in the Middle: Life’s Still Unfair’ Is the Rare Revival That Provides Something New,https://www.indiewire.com/criticism/shows/malcolm-in-the-middle-reboot-review-lifes-still-unfair-1235188196/,,person,other,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
d10be6989602d529,IndieWire,The WGA’s Tentative Deal Gets Writers a Big Boost with Healthcare — and Sets the Tone for the Other Guilds,https://www.indiewire.com/news/analysis/wga-tentative-deal-means-writers-other-guilds-analysis-1235188279/,The WGA's Tentative Deal,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
297f1c2cee35f3b5,IndieWire,‘Thrash’ Review: Netflix’s Wild Shark Disaster Movie Is Dumb Fun Done Right,https://www.indiewire.com/criticism/movies/thrash-review-netflix-shark-disaster-movie-1235188008/,Thrash,movie,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH,Validate caption headline entity against canonical media title and allowed entities.
2b0494836b3b959f,IndieWire,"‘The Pitt’ Production Team Tracks Every Sock, Every Empty Drawer, and It’s Why the Show Feels So Real",https://www.indiewire.com/features/craft/the-pitt-season-2-production-design-interview-1235187974/,The Pitt,tv,other,true,CAPTION_BROKEN_QUOTE|CAPTION_CANONICAL_ENTITY_MISMATCH,Reject broken quote fragments before captions can pass final validation.|Validate caption headline entity against canonical media title and allowed entities.
9f26af62de1c3444,IndieWire,‘Bunnylovr’ Review: It’s Hard Out Here for an Alienated Camgirl,https://www.indiewire.com/criticism/movies/bunnylovr-review-katarina-zhu-1235088356/,Bunnylovr,movie,release_date,true,CAPTION_CANONICAL_ENTITY_MISMATCH,Validate caption headline entity against canonical media title and allowed entities.
e10a13b8fba25f06,IndieWire,Veteran Screenwriter Ed Solomon Relearned All the Rules for Steven Soderbergh’s Two-Hander ‘The Christophers’,https://www.indiewire.com/features/interviews/the-christophers-movie-screenwriter-interview-1235187637/,The Christophers,movie,interview_quote,false,,
d4c0c90b60f36b4a,IndieWire,Sundance Heads South: Festival Announces Lineup for Third CDMX Edition in Mexico,https://www.indiewire.com/news/festivals/sundance-film-festival-cdmx-2026-lineup-1235188101/,Sundance Heads South,person,return,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
0a9b71d298d1b870,IndieWire,The Final Season of ‘Hacks’ Goes Out on Its Own Terms in a Fantastically Funny Farewell,https://www.indiewire.com/criticism/shows/hacks-season-5-review-final-season-hbo-max-1235187473/,Hacks,tv,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH,Validate caption headline entity against canonical media title and allowed entities.
5fedda60eb16f9ca,IndieWire,Christopher Abbott Has Been Hollywood’s Best-Kept Secret for Over a Decade,https://www.indiewire.com/features/interviews/christopher-abbott-interview-death-of-a-salesman-1235188226/,Death of a Salesman,movie,other,true,CAPTION_BROKEN_QUOTE|CAPTION_CANONICAL_ENTITY_MISMATCH,Reject broken quote fragments before captions can pass final validation.|Validate caption headline entity against canonical media title and allowed entities.
99605e39bf5f2abd,IndieWire,‘Outcome’ Review: Keanu Reeves Is a Troubled Movie Star in Jonah Hill’s Desperate and Unfunny Comedy About the Pain of Public Opinion,https://www.indiewire.com/criticism/movies/outcome-movie-review-keanu-reeves-jonah-hill-apple-tv-1235188183/,Outcome' Revi,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
2837dfd6a1d71070,IndieWire,"Lower East Side Film Festival Will Celebrate 25 Years of ‘Ghost World,’ and Much More",https://www.indiewire.com/news/festivals/lower-east-side-film-festival-2026-lineup-1235188162/,"Ghost World,",movie,return,false,,
8530942704f75bb5,IndieWire,‘Ray Gunn’ First Look: Sam Rockwell and Scarlett Johannson Star in Brad Bird’s Long-Awaited Sci-Fi Noir,https://www.indiewire.com/news/breaking-news/ray-gunn-first-look-brad-bird-1235188090/,Ray Gunn' First Look,person,release_date,true,CAPTION_ARTICLE_PACKAGE_LABEL|CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_TMBD_CANDIDATE_ZERO_TOKEN_OVERLAP|CAPTION_PACKAGE_LABEL_LEAK,Add canonical token overlap gating before accepting TMDb title candidates.|Validate caption headline entity against canonical media title and allowed entities.|Strip outlet package labels before deterministic caption generation.
e7285ac0ee0affc1,TVLine,Every Orville Character Played By The Cast Of Seth McFarlane's Ted,https://www.tvline.com/2142565/the-orville-characters-played-by-seth-mcfarlane-ted-cast/,Every Orville Character Played,person,casting,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
9b99aa56c4325569,TVLine,Outlander Confirms That [Spoiler] Survived Against All Odds — Read Episode 6 Recap,https://www.tvline.com/2144615/outlander-season-8-episode-6-recap-blessed-are-the-merciful/,,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_TMBD_CANDIDATE_ZERO_TOKEN_OVERLAP|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add canonical token overlap gating before accepting TMDb title candidates.|Validate caption headline entity against canonical media title and allowed entities.
f0b437bb0a80a6c1,TVLine,"What To Watch Friday: Malcolm In The Middle Revival, Laguna Beach And Jury Duty Reunions, And More",https://www.tvline.com/2143541/what-to-watch-april-10-2026-tv-shows-movies/,,person,return,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
069283a8feb05d4b,TVLine,"The Pitt Boss Breaks Down Season 2, Episode 14: Robby's Reality Check, Langdon's Risky Save, And Al-Hashimi's Big Reveal",https://www.tvline.com/2143912/the-pitt-season-2-episode-14-dr-baran-al-hashimi-seizures-medical-diagnosis-explained/,The Pitt Boss Breaks,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
5ff204e00eac9a8c,TVLine,Hacks Season 5 Premiere: A Gutsy Ploy Sets The Stage For Deborah's Final Chapter (Grade It!),https://www.tvline.com/2144406/hacks-season-5-premiere-recap-deborah-egot-madison-square-garden/,Hacks Season,person,release_date,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
fcacd670bb3808c4,TVLine,Annie Potts' Meemaw Is Scheming Again Upon Her Return To Georgie & Mandy — And She's Not The Only Young Sheldon Vet Back,https://www.tvline.com/2138497/georgie-and-mandys-first-marriage-season-2-episode-15-recap-meemaw-returns/,,person,return,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
53158c6e7c9a1060,TVLine,"CBS Orders Vampire Comedy Eternally Yours To Series, Scraps Kate Walsh's The Tillbrooks",https://www.tvline.com/2144471/eternally-yours-cbs-series-order-vampire-comedy/,Eternally Yours To Series,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
9af0d43e357a958c,TVLine,"Ratings: One Piece Hits New High In Season 2, Virgin River Returns Strong",https://www.tvline.com/2144451/streaming-tv-ratings-one-piece-netflix-season-2-virgin-river/,One Piece Hits N,person,return,true,IMAGE_CANONICAL_ENTITY_MISMATCH|IMAGE_TMBD_CANDIDATE_ZERO_TOKEN_OVERLAP,Add canonical token overlap gating before accepting TMDb title candidates.|Require selected images to be grounded in canonical allowed entities.
ac869ce87a057ae9,TVLine,Halle Berry Starred In A Forgotten Who's The Boss? Spin-Off For ABC,https://www.tvline.com/2142186/halle-berry-star-forgotten-whos-the-boss-spinoff-living-dolls/,,person,casting,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
f37f76d5ccd7ba9c,TVLine,"CBS Reveals Finale Spoilers For 19 Shows — Plus, Jensen Ackles' Tracker Return Confirmed",https://www.tvline.com/2144299/cbs-2026-season-finale-release-dates-spoilers/,Jensen Ackles' Tracker Return,person,return,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
acedcc0b0384cf74,TVLine,10 Sitcoms Without A Single Bad Season,https://www.tvline.com/2143272/sitcoms-without-bad-season/,Sitcoms Without,person,other,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
87ce3b68de1959d6,TVLine,Did Abbott Elementary Just Break Up Janine And Gregory? Quinta Brunson Details The Fallout From That Big Fight,https://www.tvline.com/2144224/abbott-elementary-janine-gregory-break-up-season-5-episode-19-recap/,Did Abbott Elementary Just,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
80de8db36350e6a8,TVLine,Survivor 50's Latest Boot Reveals What We Didn't See During That Spicy Camp Fight,https://www.tvline.com/2144154/survivor-50-dee-valladares-exit-interview-episode-7/,Latest Boot Reveals What,person,interview_quote,true,IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PERSON_FALLBACK_NOT_ALLOWED,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.
3f6f2e0b00706d7c,TVLine,Malcolm In The Middle Review: Hulu's Messy Family Reunion Struggles To Recapture The Original's Zing,https://www.tvline.com/2143515/malcolm-in-the-middle-lifes-still-unfair-hulu-review/,Malcolm In The Middle,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH,Validate caption headline entity against canonical media title and allowed entities.
1e95547548af0e79,TVLine,Sullivan's Crossing Season 4 First Look: Liam's Arrival Brings 'Tension' For Maggie And Cal (Exclusive),https://www.tvline.com/2144015/sullivans-crossing-season-4-spoilers-first-look-liam-maggie-cal/,Tension,tv,first_look,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|PROJECT_FALLBACK_EMPTY,Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
f13b98910e5d0ad6,TVLine,Rooster Renewed For Season 2 At HBO,https://www.tvline.com/2144014/steve-carell-rooster-renewed-season-2-hbo/,Rooster Renewed For Season,person,renewal,true,IMAGE_TMBD_CANDIDATE_ZERO_TOKEN_OVERLAP,Add canonical token overlap gating before accepting TMDb title candidates.
96ff437aa5f6afa3,TVLine,Why Star Trek: The Next Generation's Worst-Rated Episode On IMDb Is So Hated,https://www.tvline.com/2142077/why-star-trek-the-next-generation-worst-rated-episode-imdb-so-hated/,,person,other,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_SAFE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
a075491ce2e9115e,TVLine,"What To Watch Thursday: Big Mistakes And Miniature Wife Premiere, Hacks' End Begins, And More",https://www.tvline.com/2143521/what-to-watch-april-9-2026-tv-shows-movies/,,person,release_date,true,CAPTION_CANONICAL_ENTITY_MISMATCH|IMAGE_NOT_FOUND|IMAGE_NOT_FOUND_FALSE_BLOCK|TMDB_TITLE_NOT_RESOLVED|ENTITY_NOT_RESOLVED|ENTITY_NOT_RESOLVED_SAFE_BLOCK,Tighten canonical entity extraction before image or caption generation.|Add a recovery path for valid TMDb assets once canonical extraction is reliable.|Improve fallback policy for feed images only when they are explicitly project-linked and renderable.|Validate caption headline entity against canonical media title and allowed entities.
